OBJECTID,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,WIDTH,GRADE,SOURCE,SOURCE_DATE,WALKABILITYID,SHAPE.LEN
13191,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2010-09-01,13191,455.542605759453
13192,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13192,12.5734725294964
13193,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13193,11.6980050423138
13194,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13194,52.2379127551911
13195,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13195,179.991507487323
13196,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13196,59.4885370950646
13197,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13197,14.0504084285831
13198,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13198,20.6894239274563
13199,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13199,264.690234744743
13200,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13200,150.046859638748
13201,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2006-02-01,13201,64.76245546503
13202,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13202,152.247705808253
13203,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13203,18.028137407952
13204,LINK,PED LINK,,,,N,ORTHO 2014,2014-05-15,13204,8.78671620857303
13205,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13205,9.56567239351213
13206,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13206,20.6472374561344
13207,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13207,81.4150706486035
13208,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13208,11.707396609836
13209,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13209,70.722132844676
13210,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,TO INPUT,,2016-04-19,13210,49.7222361088999
13211,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13211,23.9755548590643
13212,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13212,12.6654934061015
13213,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13213,322.560727533756
13214,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13214,17.5471844012081
13215,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13215,25.4192095191806
13216,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13216,20.9732717447708
13217,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13217,21.3500247702432
13218,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13218,37.6322524286111
13219,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13219,17.8011129205452
13220,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13220,58.0658987741631
13221,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13221,252.748366563268
13222,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13222,82.8301424604406
13223,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13223,10.8837144472832
13224,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13224,65.3691233520077
13225,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13225,11.7475621628489
13226,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13226,397.926969583611
13227,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13227,18.0960512579402
13228,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13228,19.4012632712409
13229,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13229,110.89199891979
13230,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13230,162.136695502276
13231,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3,TO INPUT,ORTHO 2014,2014-05-15,13231,4.32195174082266
13232,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13232,16.2659972965078
13233,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13233,38.1961220695294
13234,SIDEWALK,NA,,CONCRETE,1.5,N,SIDEWALK PRIORITY PROJECT,2005-01-01,13234,140.080201799332
13235,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13235,48.6422883060904
13236,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13236,135.135744587589
13237,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13237,209.101850009067
13238,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13238,16.0350221817745
13239,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13239,22.3348994069819
13240,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13240,82.9790143866508
13241,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13241,28.9332194981824
13242,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13242,194.183287259872
13243,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13243,126.629410985664
13244,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13244,18.640898954986
13245,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13245,17.2918306405077
13246,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13246,206.766529246495
13247,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13247,231.219670390778
13248,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13248,17.7952889980562
13249,TRAIL,MULTI-USE PATHWAY,BOARDWALK,WOOD,2,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,13249,10.9207817966481
13250,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,STEEP,2015 TRAIL INVENTORY PROJECT,2010-09-01,13250,101.825419821207
13251,TRAIL,DRIVEWAY CONNECTION,SURFACE,ASPHALT,,TO INPUT,TO INPUT,2016-04-19,13251,8.84875672239083
13252,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13252,272.496028916906
13253,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13253,16.0502898195399
13254,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13254,16.6719095966839
13255,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13255,215.797723381934
13256,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13256,8.6320939244195
13257,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13257,245.050591061091
13258,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13258,15.8412019020023
13259,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13259,7.81773003627012
13260,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2010-09-01,13260,8.34341070063887
13261,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13261,18.6007489956722
13262,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13262,12.0237650247333
13263,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13263,20.22759045586
13264,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13264,14.4483491904785
13265,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13265,201.492125584062
13266,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,13266,124.037421610945
13267,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13267,56.2547233815082
13268,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13268,10.9990096049599
13269,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13269,14.0992881025958
13270,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13270,17.6504560870251
13271,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13271,16.7077030821116
13272,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13272,75.1775552638543
13273,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13273,381.249847881647
13274,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13274,18.1624574221111
13275,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13275,24.9675736302108
13276,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,CCL TRAIL,2016-04-19,13276,63.20271674618
13277,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13277,16.8905927027443
13278,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13278,86.3586462527407
13279,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13279,19.3028620598086
13280,SIDEWALK,NA,,CONCRETE,1.5,N,SIDEWALK GRADING,2005-11-01,13280,5.76421864427958
13281,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13281,64.8363488653996
13282,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13282,16.7711413460742
13283,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13283,82.8123492868063
13284,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13284,16.4000030762192
13285,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13285,217.922761995161
13286,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,,2016-04-19,13286,6.75380688056743
13287,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13287,42.1158104101061
13288,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13288,69.8846647092908
13289,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13289,19.7163342000992
13290,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13290,80.8311547075097
13291,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13291,70.6690553514054
13292,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13292,12.6134501965164
13293,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13293,17.4688490433686
13294,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13294,15.6204662798522
13295,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,13295,117.897750742154
13296,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13296,16.0315748836476
13297,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13297,18.3974688272599
13298,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,7,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13298,4.20257065377847
13299,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13299,15.8014400002025
13300,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13300,21.1034574657803
13301,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13301,89.3727860110838
13302,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13302,198.516034001904
13303,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13303,489.310329110527
13304,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13304,11.7893464661957
13305,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13305,37.6497854900928
13306,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13306,12.9348051214543
13307,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13307,14.3758997495809
13308,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13308,23.5675467900246
13309,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13309,109.304724908355
13310,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,13310,178.789343180901
13311,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13311,97.5294004416886
13312,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13312,33.9042802082025
13313,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13313,30.9061743722836
13314,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13314,409.214474654251
13315,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13315,15.7997110176104
13316,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13316,15.01567175487
13317,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13317,64.1705008003678
13318,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13318,157.974527026645
13319,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13319,235.730026875444
13320,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13320,21.7210210096119
13321,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13321,16.5106703840274
13322,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13322,252.369576867678
13323,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13323,90.2032336259436
13324,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,13324,193.609650816166
13325,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13325,18.3803331789715
13326,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13326,18.2345989550086
13327,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13327,185.619344454316
13328,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13328,20.3448147067011
13329,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13329,104.531665707813
13330,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13330,17.3812432294126
13331,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13331,25.7763030308848
13332,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13332,29.4915783317882
13333,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13333,9.32661640950243
13334,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13334,50.3479509532841
13335,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13335,131.797718054906
13336,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13336,15.7654207609566
13337,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13337,346.186900983244
13338,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,13338,79.4931349312631
13339,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13339,133.862113800291
13340,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13340,24.9657635533144
13341,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13341,71.9075311122695
13342,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13342,18.6176832718252
13343,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13343,19.2864857029475
13344,TRAIL,DRIVEWAY CONNECTION,SURFACE,ASPHALT,0,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13344,36.5444311694024
13345,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13345,119.064518213174
13346,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,4.5,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13346,15.5248818504444
13347,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13347,16.0584008182633
13348,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13348,21.9022878569797
13349,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-08-01,13349,6.84107680390395
13350,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13350,19.5083618443477
13351,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-08-01,13351,47.1991816951858
13352,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13352,24.252877773988
13353,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13353,65.1664216062997
13354,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13354,15.0025678582035
13355,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13355,178.967918459237
13356,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13356,75.555573862555
13357,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13357,15.0192795782621
13358,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13358,35.6820574061382
13359,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13359,244.367939130832
13360,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13360,115.255129582414
13361,SIDEWALK,NA,,CONCRETE,1.5,N,ENGINEERING PLAN,2016-04-19,13361,86.9895167480856
13362,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,13362,24.9676364027046
13363,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13363,27.5535077050092
13364,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13364,16.2256733980442
13365,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13365,13.1118564059404
13366,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13366,61.8095308333444
13367,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13367,19.3281990392276
13368,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13368,28.5739981192692
13369,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13369,10.8454899345304
13370,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13370,82.8730856855228
13371,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,6,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13371,44.06008879031
13372,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13372,74.6535091081537
13373,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13373,18.9067690444454
13374,TRAIL,MULTI-USE PATHWAY,SURFACE,NATURAL,2.5,MODERATE,2015 TRAIL INVENTORY PROJECT,2010-09-01,13374,53.0001640774703
13375,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13375,291.087748206531
13376,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13376,13.5061969203029
13377,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13377,13.1066740331024
13378,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13378,17.7027367494407
13379,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13379,17.6861312502198
13380,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13380,19.4013571517562
13381,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13381,163.320611871309
13382,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3,FLAT,,2016-04-19,13382,3.75515446419984
13383,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13383,21.8445721702211
13384,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13384,22.2917759106357
13385,TRAIL,CONNECTING PATHWAY,SURFACE,STONEDUST,3.5,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13385,5.18922067015822
13386,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13386,20.0337020188481
13387,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13387,17.6587668621
13388,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13388,19.1891580339003
13389,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13389,20.9346579071644
13390,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13390,60.6049864233959
13391,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13391,19.3872293041063
13392,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13392,19.4816740553783
13393,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13393,55.3618727490319
13394,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13394,253.607565988521
13395,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,STEEP,2015 TRAIL INVENTORY PROJECT,2010-09-01,13395,66.2383031466015
13396,TRAIL,MULTI-USE PATHWAY,SURFACE,TAR AND CHIP,2.25,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13396,113.058190646589
13397,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13397,28.2011966359586
13398,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13398,8.02267435335624
13399,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13399,86.0170527242729
13400,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13400,41.8469811849154
13401,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13401,13.621856082414
13402,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,CMP UPDATE,2014-01-01,13402,290.264808339383
13403,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13403,24.6374311623594
13404,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13404,145.334513961957
13405,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13405,13.9851091096924
13406,SIDEWALK,NA,,CONCRETE,3,N,ORTHO 2003,2003-04-01,13406,55.5308113932119
13407,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13407,137.396189045971
13408,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13408,83.7611178341003
13409,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13409,7.08244811135246
13410,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13410,4.50817461951065
13411,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13411,14.2385553877491
13412,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13412,185.811762606133
13413,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13413,19.0993667866241
13414,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13414,14.484586495306
13415,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13415,182.471127289287
13416,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13416,156.31929720083
13417,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-08-01,13417,135.320869427054
13418,SIDEWALK,NA,,CONCRETE,3,N,ORTHO 2012,2012-04-01,13418,7.54535989466374
13419,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13419,146.799081938952
13420,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13420,14.2341073485484
13421,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13421,19.5895572703928
