OBJECTID,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,WIDTH,GRADE,SOURCE,SOURCE_DATE,WALKABILITYID,SHAPE.LEN
12956,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,12956,188.684185009307
12957,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-08-01,12957,70.8219180623993
12958,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12958,386.069270057223
12959,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12959,78.2756515603671
12960,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,12960,68.8609876010538
12961,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12961,16.2805415794438
12962,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12962,87.1295450022952
12963,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12963,85.105048266587
12964,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12964,14.0100409820957
12965,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12965,19.8600514654419
12966,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12966,17.9218362742215
12967,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12967,123.5379829335
12968,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12968,107.239716176192
12969,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,12969,300.219815348248
12970,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12970,116.382189732232
12971,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12971,284.055634758876
12972,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12972,12.0492951897611
12973,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12973,66.4020759784458
12974,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12974,17.8854129597278
12975,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12975,142.229480825244
12976,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12976,9.55912703388756
12977,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,12977,144.913554966045
12978,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12978,72.419612857844
12979,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12979,20.4507251335986
12980,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12980,18.2353501356568
12981,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,EXTREME,TO INPUT,2010-09-01,12981,108.136329082689
12982,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,12982,86.7541194360821
12983,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12983,12.4438137598567
12984,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12984,61.7443019237396
12985,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12985,37.6843929180089
12986,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12986,201.035753165506
12987,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12987,273.02867925478
12988,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,12988,23.0054901585057
12989,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,12989,63.4317252326097
12990,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,12990,460.693280861952
12991,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12991,493.984250277345
12992,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12992,172.950437320067
12993,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,12993,18.706158798909
12994,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,12994,375.16283541871
12995,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2,TO INPUT,2015 TRAIL INVENTORY PROJECT,2016-04-19,12995,117.114735115852
12996,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,12996,156.379913665041
12997,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,12997,285.695240135428
12998,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-08-01,12998,150.303568162904
12999,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,,2016-04-19,12999,20.7902996707599
13000,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13000,18.0075784091032
13001,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13001,16.6384763259741
13002,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13002,16.5361796534145
13003,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13003,512.431719951615
13004,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13004,8.68063067409275
13005,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13005,8.01033752909327
13006,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13006,13.6941690397775
13007,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13007,99.4599048627212
13008,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13008,12.3075604962966
13009,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13009,11.6931434824003
13010,TRAIL,DRIVEWAY CONNECTION,SURFACE,ASPHALT,1.5,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,13010,52.7247828321099
13011,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13011,17.6870029572565
13012,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13012,112.025420130344
13013,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13013,19.0276685552907
13014,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13014,21.1470777300316
13015,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13015,3.02238814846803
13016,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13016,495.854015109937
13017,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13017,70.2170394554899
13018,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13018,73.3407943768953
13019,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13019,163.265634225853
13020,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,CCL TRAIL,2010-09-01,13020,30.737038348844
13021,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13021,12.2802934052896
13022,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13022,14.4296378128489
13023,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13023,104.130418988085
13024,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13024,74.1981524870048
13025,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2003,2003-04-01,13025,90.7254631415018
13026,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13026,15.6547213686479
13027,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13027,5.72439264289234
13028,SIDEWALK,NA,,CONCRETE,1.5,N,412767,2008-09-20,13028,41.6958631579433
13029,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13029,94.8279974304021
13030,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2006-02-01,13030,65.1769982509167
13031,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13031,0.704745095761581
13032,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13032,171.453452183351
13033,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13033,14.2140320686989
13034,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13034,204.158404074231
13035,TRAIL,MULTI-USE PATHWAY,SURFACE,TO INPUT,2,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13035,12.4278291647078
13036,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13036,109.624223661661
13037,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13037,4.3542016719486
13038,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13038,124.158146989273
13039,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13039,19.1798546032028
13040,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13040,123.996957892818
13041,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13041,7.40796239866267
13042,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13042,18.7226802346779
13043,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13043,254.005989235392
13044,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13044,22.485968948213
13045,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13045,214.046821309135
13046,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13046,504.955650706866
13047,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13047,19.9347597055997
13048,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13048,108.422273567012
13049,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13049,16.7957811589697
13050,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13050,8.72860670825534
13051,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13051,18.7999316408332
13052,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13052,6.52393538288049
13053,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13053,14.5849267577866
13054,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13054,135.185304211109
13055,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13055,17.8182058336411
13056,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13056,448.961601976089
13057,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13057,40.9147621403327
13058,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13058,24.6693989843693
13059,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,MODERATE,CCL TRAIL,2010-09-01,13059,27.0334467316648
13060,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13060,77.2848250393354
13061,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13061,21.2687399927687
13062,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13062,19.3948821166822
13063,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13063,18.1222063320116
13064,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13064,342.205202317973
13065,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13065,16.5381360573071
13066,SIDEWALK,NA,,CONCRETE,1.5,N,SIDEWALK PRIORITY PROJECT,2005-10-01,13066,172.546094017079
13067,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,13067,31.895134059132
13068,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13068,18.1812645646556
13069,SIDEWALK,NA,,CONCRETE,1.5,N,SIDEWALK PRIORITY PROJECT,2005-10-01,13069,150.200735769272
13070,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13070,473.812481580806
13071,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13071,91.7755206300377
13072,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13072,64.4182439252083
13073,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13073,16.9279443988335
13074,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13074,133.475495560203
13075,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,1.5,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13075,121.791996394627
13076,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13076,4.62824946713117
13077,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13077,150.680891372975
13078,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13078,6.91561300608992
13079,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3.5,TO INPUT,ORTHO 2014,2014-04-15,13079,15.0951918429119
13080,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13080,73.712396826094
13081,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-08-01,13081,55.4228981118878
13082,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13082,29.8413192737855
13083,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13083,173.841323915475
13084,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13084,18.975822493373
13085,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2006-03-22,13085,115.646265028946
13086,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.5,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,13086,186.728025262931
13087,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13087,80.3062068118705
13088,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13088,14.9770886409876
13089,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13089,16.8959709507918
13090,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13090,7.18929764650206
13091,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13091,24.4296589089983
13092,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13092,17.8636071041097
13093,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,FLAT,2015 TRAIL INVENTORY PROJECT,2016-04-19,13093,15.8677851236397
13094,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13094,20.2176790163955
13095,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13095,18.7696618808118
13096,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13096,19.6191333274434
13097,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13097,13.413470962059
13098,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13098,128.147849726704
13099,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13099,85.8695538670462
13100,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13100,4.28824406954642
13101,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13101,17.4352113130297
13102,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,TO INPUT,2010-09-01,13102,31.0059275191977
13103,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13103,20.8694395423068
13104,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13104,172.801480785413
13105,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13105,14.3843020411141
13106,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13106,13.7023461618805
13107,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13107,84.2104557613839
13108,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13108,217.990388923572
13109,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13109,60.5646385624483
13110,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13110,202.233796020058
13111,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13111,12.4064762201038
13112,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13112,151.645556213553
13113,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13113,6.42326616294234
13114,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2006-02-01,13114,64.7742574819658
13115,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3,TO INPUT,,2016-04-19,13115,24.8585247538917
13116,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13116,82.6930502343673
13117,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,13117,3.52046383307654
13118,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13118,21.396737904877
13119,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2006-01-02,13119,88.1509782748195
13120,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,1.8,FLAT,2015 TRAIL INVENTORY PROJECT,2010-09-01,13120,85.2572090072439
13121,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13121,66.534213035358
13122,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13122,77.4716530152205
13123,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13123,17.4617837651255
13124,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2012,2012-04-01,13124,278.977046423698
13125,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13125,13.7793807879745
13126,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13126,17.7619816602765
13127,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13127,20.3438099118626
13128,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,TO INPUT,,2016-04-19,13128,73.8739475145328
13129,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,13129,51.8785574230656
13130,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13130,71.4603833878487
13131,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2.2,MODERATE,2015 TRAIL INVENTORY PROJECT,2010-09-01,13131,262.243907584634
13132,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-08-01,13132,200.887892079447
13133,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,TO INPUT,2010-09-01,13133,115.464159915443
13134,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13134,94.1718293149284
13135,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13135,22.8478086181148
13136,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13136,18.1185662261118
13137,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13137,12.316500451021
13138,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13138,4.07587210495051
13139,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,3,FLAT,2015 TRAIL INVENTORY PROJECT,2016-10-01,13139,2.42320235432372
13140,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13140,57.6182178625123
13141,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13141,17.8145203438094
13142,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13142,17.8211243158225
13143,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13143,20.6474461987433
13144,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13144,16.3945824771478
13145,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13145,13.3803872787749
13146,SIDEWALK,NA,,CONCRETE,3,N,ORTHO 2003,2003-04-01,13146,53.0994091501968
13147,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2006-03-22,13147,79.7320446995227
13148,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13148,20.3500359311722
13149,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13149,15.4782603496
13150,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13150,67.9009443904869
13151,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3,TO INPUT,,2016-04-19,13151,6.44668333408738
13152,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13152,276.145147321998
13153,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13153,141.202515227244
13154,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13154,20.0820933682223
13155,TRAIL,DRIVEWAY CONNECTION,SURFACE,ASPHALT,3.5,TO INPUT,ORTHO 2014,2014-05-15,13155,84.1344265486984
13156,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13156,23.4075842993249
13157,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13157,269.959145157481
13158,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,13158,224.875148830963
13159,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13159,199.460428664054
13160,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13160,15.4154234456923
13161,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13161,22.4709400820259
13162,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13162,183.52673305047
13163,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13163,16.3231810995896
13164,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13164,97.591412779865
13165,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13165,154.934848310981
13166,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13166,122.197590554835
13167,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13167,9.29606188931636
13168,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13168,47.3862751404877
13169,TRAIL,MULTI-USE PATHWAY,BOARDWALK,WOOD,2.2,FLAT,TO INPUT,2014-05-15,13169,49.6044772472203
13170,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13170,77.6627263139102
13171,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13171,100.582659185142
13172,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,TO INPUT,2010-09-01,13172,14.0097256651722
13173,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13173,18.8656470024222
13174,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13174,105.380466911237
13175,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13175,14.7894188800642
13176,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,13176,8.69202718414985
13177,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2009,2016-04-19,13177,30.0842902525554
13178,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13178,4.12134604225367
13179,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13179,11.5376723137728
13180,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13180,191.898580171229
13181,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,13181,277.828272885393
13182,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13182,85.9969148227473
13183,SIDEWALK,NA,,CONCRETE,1.5,N,SIDEWALK PRIORITY PROJECT,2005-01-01,13183,90.0310408684694
13184,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,13184,168.910914367626
13185,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13185,156.954509742244
13186,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13186,16.2413848824538
13187,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,13187,69.5577175293296
13188,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2006-03-22,13188,198.819499974639
13189,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,13189,55.2829798918247
13190,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,13190,17.2064026484329
